id,timeStamp,location,followers,friends,ntweets
6542,334,0,37,215,16
14279,584,0,18,20,66
38001,582,414,315,383,632
2113,378,510,108,336,811
3244,320,332,472,884,4191
3916,272,0,465,1178,3016
13009,459,0,20,502,64
441,353,474,1003,1918,2976
12860,450,0,63,428,22
162,578,0,19,53,56
4286,283,0,189,361,370
1987,292,0,107,137,46
336,410,535,130,424,299
12168,318,0,10,40,8
2706,370,0,27,83,10
37808,0,269,1302,48,422
5139,423,0,55,122,1095
12680,262,0,120,182,296
4146,452,0,426,1995,514
37688,549,242,4378,135,269
13456,287,0,8,61,5
2584,476,0,114,198,482
15263,532,33,1185,1864,3867
15465,5,0,24,600,345
37801,597,307,2130,45,71
3718,572,53,604,696,764
13026,292,862,8,34,139
38003,593,0,100815,388,1849
37686,517,0,13171,54,369
38052,549,0,131770,14250,772
2282,527,0,84,122,1446
37940,371,544,16279,13,644
13631,507,0,1,2,56
3343,551,0,160,168,353
7087,536,107,697,1225,16
6693,278,0,16,72,15
6645,522,0,206,1059,82
12134,486,0,2353,160,526
257,449,0,1222,1985,508
5687,386,916,285,152,3278
5634,406,0,552,1395,48
4164,431,807,411,1840,75
6980,434,0,64,143,133
1458,499,0,16,112,47
1164,411,0,121,568,222
722,391,0,30,63,425
4212,401,0,0,14,7
15497,5,0,32,445,14
2455,566,0,56,154,92
3889,538,0,12,42,4
4145,532,0,73,657,44
4697,293,688,20,359,24
4009,388,820,12,23,11
13546,15,0,0,29,3
5802,391,43,104,975,80
13120,593,897,81,196,927
3606,347,409,71,427,218
5926,7,0,14,62,1
15897,429,0,42,195,16
3373,386,1102,14,62,33
15636,424,0,3,11,18
15690,435,60,17,89,100
37914,515,488,329,20,87
15980,3,0,6,47,5
15503,315,0,257,659,65
15591,19,0,0,36,2
3419,413,1025,394,200,8314
15470,11,1033,136,1048,4
15941,8,0,24,487,20
15043,19,0,910,150,186
14873,527,390,3224,1999,13945
5055,253,0,79,121,78
15055,8,0,15,104,10
5980,299,0,45,65,658
14844,16,0,26,69,4
13361,423,0,522,1383,62
5506,304,690,390,1745,53
3995,565,231,62,525,33
15289,0,0,33,56,4
7014,339,0,179,490,103
14813,442,0,36,319,53
3883,279,0,160,124,314
2370,573,1016,207,446,1726
13591,540,331,14,117,482
277,592,0,0,7,1
5283,421,0,408,1964,104
7300,485,188,7419,6076,285
2322,432,0,85,109,73
6829,535,917,26,170,41
14302,14,0,13,81,4
14258,557,1017,952,1714,3713
1143,283,0,34,113,18
14180,16,0,13,51,12
6925,404,202,115,387,159
13640,377,0,9,16,1
12102,574,175,92,287,113
14074,3,0,1,26,2
14578,1,0,156,396,22
13996,12,0,4,45,18
14472,313,0,103,1970,269
6665,481,0,151,295,1339
4727,289,620,69,141,277
2482,257,0,57,176,28
6819,364,0,79,183,72
1285,477,0,32,139,457
12958,365,683,19,135,36
1226,388,0,213,514,44
13821,7,0,1,3,1
3382,328,99,3310,3633,247
12229,471,0,40,97,2
4240,538,0,293,1264,22
13746,8,0,28,81,2
14215,408,60,74,218,17
5290,423,0,63,526,32
3238,328,0,13,49,32
14121,421,0,12,354,11
2459,300,0,188,649,671
5137,502,910,39,155,852
6669,565,251,500,1609,147
13165,398,330,177,568,282
12908,488,278,15,40,6
13959,531,230,123,206,198
840,600,0,44,140,20
3933,365,0,58,160,36
2805,578,0,28,115,23
6313,496,0,195,669,5
7644,284,0,12,265,13
2100,335,0,89,222,50
7173,401,0,16,70,91
12536,451,586,33,406,1
6408,539,0,89,341,160
8008,299,0,60,222,12
13683,311,0,7,34,21
7723,512,0,55,160,12
3748,464,0,0,13,5
12810,303,200,22,255,28
6075,406,848,266,1030,55
7190,272,0,37,56,205
3011,261,0,149,987,2
3584,430,0,6,60,10
1722,469,0,20,105,219
13596,7,0,0,4,1
13548,321,0,0,15,42
3634,344,0,45,78,134
13525,337,0,7,65,4
6712,517,195,66,304,2
3645,262,0,27,178,18
6658,583,0,32,295,16
6003,387,0,32,271,1
13448,16,0,4,99,1
12389,556,0,7,49,20
5822,301,487,58,111,120
5623,261,0,20,73,41
1593,460,0,62,223,45
12246,532,0,4,77,1
357,352,490,62,727,31
2594,408,571,185,130,16
13180,412,0,19,104,16
1564,256,0,65,127,1246
2581,452,1023,115,800,54
13070,298,0,6,57,1
480,302,0,58,502,255
731,519,0,12,69,49
711,527,0,24,162,15
4712,345,109,76,354,6
2762,459,0,69,258,6
3280,540,0,98,579,101
1719,570,0,12,24,14
2801,289,1027,1,12,5
1366,552,0,2,22,2
1179,559,0,7,89,3
655,269,478,16,323,5
627,311,0,6,30,1
6353,574,0,73,250,20
7337,305,0,45,123,14
1715,413,0,2,20,1
6091,541,0,6,97,1
12540,458,0,6,99,5
6459,511,0,548,1131,263
12323,310,0,37,365,2
40,383,0,352,1023,29
3076,523,0,511,971,639
3123,450,0,23,107,5
456,323,0,21,44,9
491,464,0,4,49,14
2738,446,0,61,146,488
2055,415,0,149,683,1
1988,518,0,80,394,14
1993,352,0,34,172,4
253,510,0,111,253,218
1098,318,1041,51,294,15
677,455,0,7,46,3
4036,555,0,146,549,115
11525,489,294,178,402,870
11163,533,474,113,60,1643
9812,519,991,644,1654,6598
11284,253,0,31,64,103
8708,451,0,15,39,1
8720,398,0,9,106,1
8835,10,1065,32,312,7
5804,419,0,955,1998,1393
8248,534,0,187,55,630
10367,591,453,39,177,105
10011,20,0,13,36,2
11444,558,104,502,196,10549
11985,524,0,459,2001,736
9539,557,1046,220,331,3815
11629,18,0,0,6,1
8112,582,156,7,89,25
9372,390,0,0,2,1
10992,252,840,84,241,1455
9491,535,0,70,191,31
9071,265,0,40,178,48
8162,297,622,505,886,95
9735,345,0,41,235,34
11720,479,1079,11,32,30
11181,9,0,68,105,52
9483,444,640,33,72,91
9257,350,0,2,15,3
10098,252,905,446,1837,102
11346,590,0,105,401,147
9141,462,137,25889,2485,3230
10604,258,368,51,192,63
9773,576,985,22489,18112,365
9444,412,0,253,597,425
8599,509,474,221,860,514
8456,513,0,1,26,7
10735,272,0,18,124,170
8275,397,0,26,201,115
9177,303,0,672,2002,51
11646,449,0,154,2001,223
9616,417,319,7,58,6
5874,490,0,15,83,6
11820,400,0,0,3,1
10273,257,268,24,99,37
9105,432,670,455,1161,14
8114,289,0,78,597,6
8334,406,544,12,33,4
9266,279,0,817,1604,8
11364,540,363,430,2000,605
11587,310,1004,54,500,10
11756,383,1003,39,315,6
11123,474,0,243,424,168
9522,430,171,170,145,932
12041,551,966,13,110,3
12028,365,0,8,64,1
10181,295,0,38,318,9
11759,366,0,2,11,1
11569,344,0,17,88,3
11499,594,0,16,68,2
11077,379,0,45,232,11
10853,427,0,1,12,1
10716,327,0,0,2,1
10353,577,0,18,139,89
10336,544,0,0,10,4
9972,542,913,7,111,2
9922,506,0,0,1,1
9630,445,0,2,35,2
9506,347,127,13,52,4
9440,276,0,0,2,2
9301,540,0,131,808,11
8990,268,0,0,18,1
8969,576,782,11,177,7
8971,316,0,0,1,1
8241,499,55,4,15,1
8866,299,661,2,11,2
8293,388,0,10,89,2
8191,593,713,1,13,1
8064,354,312,1,9,11
10115,517,100,324,1567,51
11298,326,0,112,279,30
9548,352,243,163,159,4316
10354,478,0,0,41,5
11982,362,924,20,136,10
10346,491,41,33,598,405
4657,482,0,113,395,13
10977,585,973,112,728,700
11304,369,0,17,94,3
9913,549,128,1484,2002,673
8631,598,315,69,808,3544
11686,481,912,481,1325,441
11632,585,691,80,294,126
10863,479,0,129,453,329
11807,462,161,651,1504,8792
9473,10,0,11,24,3
9513,566,584,156,1238,169
9172,489,180,33,217,969
10856,275,252,124,176,134
8418,16,667,33,49,120
11705,560,0,132,1171,40
8296,16,93,7,98,1
11309,259,675,423,482,720
9156,298,0,56,59,21
9495,272,87,55,257,87
10350,553,818,265,557,2439
9687,487,126,89,101,2308
10599,3,0,70,77,120
8605,299,190,17,96,9
9040,464,560,546,912,2676
8700,351,949,64,109,509
10826,500,1062,107,665,43
10151,10,0,27,40,4
9665,292,0,2192,1959,31840
8614,290,462,24,188,459
9018,540,0,10,75,25
8827,470,310,73,433,481
8106,7,567,16,69,5
8444,442,761,269,370,917
8673,570,343,235,479,2487
8330,429,0,221,1158,156
11824,588,0,27,121,459
10980,352,0,14,17,223
11165,464,0,244,149,259
11374,454,0,55,122,59
10017,305,179,157,166,7
39855,599,782,3643727,105,575
39876,378,671,325138,51,1942
46530,471,492,168059,7902,7081
56527,401,696,31667,52,13110
